TranscriptCluster	Duke	UW
2359453	5.368250639	5.454872282
2359470	7.914513997	5.579744345
3145953	12.1382486	12.72247314
3539201	4.601726226	3.602609301
2359483	7.697302957	7.54939194
2752725	9.167892276	9.518703638
2359492	8.563606233	6.722795238
3145980	8.165237402	10.10056291
2359504	5.261459356	5.861039746
2359521	8.128669741	7.860813854
3146012	4.115099432	3.836658032
3932524	4.83957292	5.076266912
3146103	9.190078984	8.753127588
2359646	6.480118066	5.831070734
2359664	7.715579394	5.686032626
2359691	5.577760383	5.091403649
2359722	8.258397611	5.382690306
2359736	8.45142853	10.15126014
2359764	8.391077074	8.341761939
3539499	4.917224073	4.141552684
2359780	5.823562771	4.669206335
2359817	7.934641812	8.948812043
2359885	5.883944556	6.513413366
3146433	11.83140721	11.04471969
3932917	4.214558093	3.695456413
3146455	4.744115338	3.575636255
2359993	6.641812969	7.555445517
3539724	4.996079112	4.467020746
2360027	12.02185446	12.55578421
3933039	4.611421761	5.416526764
3146565	8.268271799	8.894999604
2360083	10.81189845	10.81318529
2360158	9.29520816	10.92768909
3933131	7.665568648	4.224194407
3146661	8.583912972	9.215782123
2360186	6.421557841	8.614185913
2360206	7.463698058	9.586162369
3933205	5.919859068	5.689016745
3146723	5.444533729	4.041643675
2360257	6.442168876	6.601122513
3933243	7.033100837	8.103480155
3540007	9.440620567	10.82363261
3146781	12.06417858	13.13947461
2360310	7.184755113	4.206218625
3540068	4.860792752	5.658417159
2360346	6.864005332	6.024033718
3933331	6.341057532	8.722825743
3540091	6.979624115	8.694578439
3540136	5.938663944	5.088025665
3146898	11.49815611	12.25098229
3540155	3.938538453	3.982674208
3933399	8.94648232	9.610001757
2360452	11.62741305	11.46942814
2753707	4.80580577	5.109595974
2360468	7.55012918	10.20571384
3933451	8.040925298	6.238139106
2753732	8.58566677	9.177104719
2360498	7.84317989	6.479468791
2360506	6.550797183	8.425992127
3147020	9.027557027	9.00476354
2360541	6.844433674	6.680383436
3933536	6.762534191	7.143583893
2360576	6.772565642	8.508090547
3933550	6.338430655	6.775212998
3933559	7.240392092	5.703219775
3933566	6.056165138	5.373942798
3540353	8.518285305	9.845793194
2360633	5.698468539	7.486440866
2753880	8.152243006	9.586925459
2360647	5.557877974	7.683951383
3933625	5.141506363	3.288536242
3540398	7.554260755	8.273590484
2360677	6.79163177	7.854556752
3147173	7.671733885	7.644940208
2360700	8.702011607	10.57000746
2753952	9.415435982	8.463678307
2360728	6.148422178	6.821276525
2753994	8.461724992	10.24137982
2360773	8.066722922	9.546550461
3147286	7.847065178	9.28365405
3540552	8.220524646	8.967706597
3147321	9.465672511	10.82081718
2360850	11.5856433	11.58014234
3933817	6.227703537	9.53911615
2360887	6.637838076	8.465932304
2360939	8.259061765	5.79995073
3933923	8.710344112	11.1970979
2360989	7.997274058	9.517288162
3147508	7.868918217	8.729287645
3933999	10.29062944	10.34844342
2361036	10.69777339	11.35965623
3147591	9.4970215	10.57784106
3540839	4.776859362	4.064923079
2754371	7.123919631	9.26455676
3540862	7.592912947	8.139182958
3934111	6.409478768	6.960735647
2361154	5.088673772	4.962140248
2361196	7.237590008	5.757477574
3934162	5.736073778	5.167693779
3147699	4.95416955	5.208583587
3934187	5.771758835	6.158792107
2361241	10.38061799	8.603402568
3147726	8.757979968	10.53816953
2361257	5.87401677	5.018080714
2361279	8.259946827	9.655341094
3934245	12.10850322	12.07026073
2754538	9.443746497	9.657606067
3934263	3.696742518	6.33934705
3541029	2.402795838	3.754527674
2754582	7.669827568	9.208066868
2361342	6.225814278	6.59860093
3541073	8.897635237	9.258776436
3934344	6.602698123	6.223364625
2361384	8.976664357	8.15759789
2361401	8.079611447	10.04067055
3541137	11.07309051	11.47830617
2754673	8.016386279	8.046558359
3934407	5.767773297	8.37151385
3147926	4.493392752	4.789181487
2361447	6.592995892	7.846996776
2361472	6.828489417	6.951572642
3934439	5.937839292	5.504207227
2361488	6.281560093	5.40136765
3147971	4.744115338	5.178480944
3147985	8.307211057	9.157554945
3934479	7.584996313	6.420035996
3934529	6.861085355	6.249942715
2361584	9.357339213	10.78451489
3934573	7.742809618	0
2361612	7.066543729	6.441824282
3934577	5.097295805	1.149171119
3934584	7.335338765	6.099381477
3934591	6.869280133	6.407460394
3934596	8.535078986	6.802895003
2361635	6.767082691	6.778937013
3934614	8.251951003	7.235589854
3934623	8.32721242	8.326419
3541383	7.765244653	9.798545244
3934642	6.609127753	4.943596316
3934652	10.40960573	10.37149715
2754937	4.881937423	4.503562876
2361697	7.685945403	8.201274449
3934669	9.785878266	11.4560275
3541450	4.970185287	6.733123816
3934695	9.449168253	11.01988257
2361731	9.493676352	10.58657399
2361761	6.554195894	8.763877392
3934729	6.015067091	5.395242211
3541497	7.545205827	8.425050815
2755053	7.024611677	7.006256876
3934785	7.09027918	5.610948048
2361839	6.573471857	6.189054257
2755111	5.440468894	4.576189542
3934837	6.558943356	7.186474146
3934867	5.110343405	7.67954109
3148387	5.096594991	4.937119935
2755154	6.13194748	5.09505798
3934903	6.028072919	6.79833009
3934912	7.188645712	5.97044876
3148463	8.639270155	9.63869052
3934983	6.112208553	5.546581713
3935016	6.614037657	9.961732321
3148545	4.234970672	4.894987482
2362089	5.534397827	6.515933173
3148582	11.41350893	12.62419154
2362157	6.042766344	9.185777365
2362180	6.306446357	6.230349059
2362201	5.920739904	5.698699111
3541937	7.093693532	8.191324116
3148703	4.910807001	4.698650037
3935192	7.508002706	4.711887648
2362230	5.762044457	5.402357228
3935232	5.601478135	10.07969011
2362270	5.959887207	5.164869393
2362276	3.171213634	3.486308062
3935243	6.602175132	9.929183436
2362282	4.686829648	4.961580115
3148796	9.296564665	10.94534141
2362323	5.471226487	5.150195437
2755567	5.296802438	4.325302456
2362333	3.837901373	4.477081478
3935300	8.181082668	9.501696557
3542063	7.776796539	9.762715888
2362351	4.928442574	5.763759458
2755593	4.639905013	4.397017981
3148871	5.27405102	5.588424818
2362394	5.984093139	6.160236504
3935374	7.37358514	8.777672855
3542145	6.803250612	8.337494053
2362469	5.983328834	5.090214067
3148963	7.362097244	5.58126085
3542207	11.20387255	11.53778462
2362511	6.221958743	4.114342036
3935486	4.16543565	5.612578578
3542246	5.596705604	4.567612373
3542275	6.818437421	5.666975252
2362591	5.009642776	3.890995584
2362651	5.5025677	5.13450025
2755897	9.260722575	9.522536416
3149161	4.095506737	3.680444389
2362702	8.054750818	7.92000343
3542445	5.456888268	6.247805385
2362723	6.342942247	6.32685609
2362746	5.772516488	4.988746786
2756029	11.37088081	12.03170695
2362860	4.826203979	6.544681145
2756128	7.41745382	7.872217249
2362892	5.698151788	5.680841924
2756161	7.19119743	7.664594243
2756175	7.511363271	7.918744001
3935902	10.93820859	10.6952892
2362950	5.284404935	5.250884537
3542689	5.460424769	6.748248767
2362991	6.18580957	5.758603441
2363042	8.149225064	9.155017204
3936009	8.201706141	8.402165053
3149528	7.542437988	7.953061487
2756309	6.233989649	6.543133411
2363084	8.27299945	10.00551087
3542847	7.580774868	8.457966321
2363128	5.737352816	5.946491483
2756404	8.291224814	9.40660682
2363202	6.00037077	5.371201048
3936167	5.381466813	8.268019487
2363248	5.834675193	5.844445915
2756497	12.15815838	11.01379721
3936224	5.881953937	5.023268661
3149754	11.39908162	12.02059109
2756514	6.606554009	5.628589894
3936256	8.565151596	10.4033849
3543026	5.044260773	4.997801221
3149843	11.61748239	11.54685428
3936330	5.708354179	6.5745794
2363372	6.03572782	5.351219592
2756630	6.015083822	6.771306783
2363389	7.564684922	9.173324851
2363424	11.21742007	11.33955312
2756673	8.534040197	10.15162546
2363444	8.287475758	9.586139845
3936442	7.208936632	9.862393014
2363484	7.776604106	5.334396652
2363525	10.01672125	11.60087618
2756782	7.529147454	12.52884965
3936515	6.313978624	7.31231726
2363562	4.23722526	6.028682595
3150060	6.102769394	5.69447165
2363579	8.259526726	9.628179396
3936550	5.67551181	6.317460251
2756831	7.107983345	6.867258968
2363618	10.38030683	10.89556518
3543355	6.306898802	8.368715975
2756892	4.858652438	5.221630941
2363679	6.049358494	5.600134931
3543411	8.860534543	9.655683362
2363689	10.48941147	11.47915038
3936680	6.747099006	9.959251903
2756965	7.107632951	6.799023392
3543481	8.622783966	9.863152256
2363784	6.260720576	7.934695373
2757036	7.307004945	10.14609767
3150289	4.435776923	3.98298141
2363808	8.36498054	8.873958756
3543539	4.05338073	6.13670955
2363852	6.309619138	5.701995325
3936828	4.347850233	5.972689591
2363876	6.304785719	6.555118766
3543619	7.247715602	7.304009005
2363902	8.802082522	9.581844566
2363919	9.934451999	11.03882299
3936887	10.74953427	11.07454067
3936913	10.96165227	11.77998741
3543673	4.499821975	5.154990885
3150455	4.226049908	4.360357253
3936951	8.848325608	10.74885533
3543714	4.239751645	4.184986656
2363992	5.739040005	7.416938237
2364016	6.083189962	5.531061173
3936992	5.877025791	5.884511637
3543756	6.192388005	6.958886744
2757278	6.777822746	6.719417572
2757319	9.554594607	11.43378884
3150579	4.136476468	4.185509791
2757347	8.394854934	7.912015074
3937092	8.353493119	11.81546736
3543857	9.025767316	9.125150825
2364155	10.06966793	10.4844772
3543884	7.959965719	9.607751347
3937130	7.621081152	9.824960861
3150663	9.70418162	9.875149319
2757427	7.949826711	9.575024222
2364189	10.39870094	10.40540033
3543935	7.362713371	8.566201219
3937183	8.952597844	10.84291338
2364231	5.891426478	5.882499588
3150715	9.00745132	9.141432791
3543979	6.46249941	6.820042772
3937228	11.70415114	12.4735358
3937252	6.288568048	7.916647815
2757540	7.482126271	9.197115103
2364300	9.811267912	8.879909938
3150797	9.633816246	8.680170786
3937294	6.728852801	6.605378273
3544071	5.912035439	5.521691513
3150844	5.311648424	5.422649016
3544102	4.741449458	3.697058743
2757621	4.267136867	6.410212755
2364381	5.876981604	5.627283869
3544141	10.02176772	9.730775797
2364438	10.14220025	9.942407961
2757720	9.070167244	9.376700616
3544216	10.32113609	10.95910359
2757751	6.685971325	8.440561914
3544251	10.02243925	8.267517071
2757796	4.502667938	6.678815603
3937527	6.060807236	9.816991087
3151086	2.988314764	2.483592236
3937587	8.961669627	10.92749897
3544346	7.989800356	10.58111583
3544387	8.503474958	10.5657114
2364677	5.746410188	5.996537136
2757944	6.403003073	8.761948971
3544441	7.526168604	5.648631294
3937715	6.884494135	6.037786331
3937743	6.132202035	5.527472836
3937755	10.45507545	10.44957169
3544525	6.825858752	7.287872414
2758043	7.117991332	8.711688767
3937787	10.86567142	11.75946796
2758076	9.665016961	10.47694192
3544562	5.851198714	7.262278108
3937814	4.845358321	6.449691773
3544605	6.439551666	6.492553969
3937847	8.07004042	10.45814341
3544625	5.413098138	5.386561511
3151401	9.816829669	10.10197567
3937891	6.810726821	6.499395739
3937900	5.107497478	6.044210492
3544678	8.262272234	8.473376997
3937943	6.910763837	9.438099442
3151462	5.839396555	7.178588503
3151473	9.508284043	8.084656051
3937967	8.47860684	8.711900952
3151534	9.295705234	9.638237386
2758298	7.326683397	8.7194915
2365086	5.562596566	4.532241726
3544829	7.333747964	7.885610968
2365119	10.70070413	10.36045207
3151607	5.802678558	5.976032866
3938113	9.785935874	10.10687347
2365181	4.973007348	5.819257727
3544905	7.530433845	8.867189148
2365210	9.128364295	11.25607106
3938175	12.2019248	11.66435246
3151719	4.679526547	5.097827072
3938215	6.638498544	7.988309765
3938238	9.359943883	10.56915624
3938244	9.191825404	11.33545177
3545022	4.098077996	7.518443342
3151809	3.780263373	4.092819146
3151819	6.092111219	3.089844433
2758602	3.73997822	4.650193954
2365391	5.041937261	2.610711872
3151883	7.272667106	9.457924609
3545130	5.912294177	5.107357284
2758658	7.595777765	9.001654018
3938384	6.808195498	6.515572644
2758686	10.79572109	11.13000848
3545183	6.014961682	5.654299002
3151943	9.871994152	10.18015284
3151970	5.988087606	5.304834687
2758733	8.625155399	9.727651058
2365496	8.441665025	9.926094824
3545311	6.853651706	8.710893658
2365597	5.868672568	5.450174197
2758870	6.9183755	4.491361428
2365675	8.394833503	9.363206858
3545403	5.123874119	7.737799411
2758978	5.859633551	6.438500235
3152220	8.567708952	9.523147644
3545466	10.60571794	11.05283293
3938750	6.764232684	5.594030934
2759038	6.334461013	6.149329829
3545525	11.41926762	12.24177565
3545550	7.193180354	6.973844665
3938792	5.897383236	3.815445977
3545564	5.799160501	8.410201164
3938817	11.09378067	11.34797932
2759100	4.23091062	5.09180983
2365872	8.448333158	8.905602616
3545634	5.434393875	5.394055624
2759158	5.202277638	4.959957125
2365933	6.989383429	6.580409331
2365958	10.26752409	10.60308848
2759205	6.17535643	5.719059285
2366028	10.18424	10.09009477
3939009	9.156949571	6.758784635
3939021	4.151817222	4.358445495
2759303	9.363056609	8.194920974
3152558	3.551092683	3.709353136
2366132	10.80462112	11.42123207
2759393	5.195954828	5.442600746
2366156	9.038877847	9.455205963
3939125	8.923387658	7.522746289
2759404	10.10508743	10.09485404
2366184	7.735073635	5.911304095
3939154	4.348294395	5.91917241
3939183	8.118453172	10.82749885
2366287	6.362746022	4.819411023
3939277	8.124507789	10.10209381
2759582	6.482149671	5.947188452
2366355	3.764322267	2.78668766
3939365	9.057924729	9.826294775
2759654	6.852473642	5.69022897
2366422	6.098702201	7.003680935
3939426	5.602921515	5.871169281
3939450	6.859054533	5.376167653
3546213	4.010692576	3.138298973
2366490	8.29051656	9.94482917
3939470	5.694649009	6.38822054
3939498	5.289247975	6.832071411
3939545	10.23362028	10.91065272
2366581	9.07258953	9.629953369
2759857	5.763845088	7.812680048
3939647	6.334682233	6.794592185
3939707	7.825160736	9.810692122
3153235	9.505300468	10.00810783
2366753	8.751360782	8.502010961
2366798	4.937535075	3.73397612
3153298	4.295244373	4.423179235
3153328	9.611761638	10.77357607
2366884	3.767909525	3.412893053
3939875	6.532319687	6.393527748
3153400	7.873716322	6.047123185
2366941	5.208381669	3.87750738
3153428	9.213406826	8.327560129
3939914	6.067319263	7.115917588
2760199	5.733190943	5.923160276
3939952	7.363355083	4.485205683
3940001	6.731889207	9.495723806
2367050	5.2173965	4.743839863
2367086	5.819924234	5.706094897
2760371	9.013070686	11.10538693
3940099	6.368230992	6.592991159
3153633	5.587198447	5.962693224
2367154	10.7438835	10.99017016
3940124	4.725071587	5.368793953
3546924	4.683415747	4.280946419
3940185	12.07068198	12.2542659
3153716	4.686106884	4.852445031
2367287	7.70634233	10.10227626
2367326	7.988146416	0
2760632	5.185983462	5.586585621
3153961	2.932942738	5.581141316
3940452	7.406764114	7.976010328
2367495	5.087251726	5.10688708
3940470	8.956728257	8.393383307
3154002	6.108265167	4.64631245
2367537	9.045830634	9.054408056
2367599	5.547920954	5.963442526
2760869	9.285379099	6.394144252
3547375	5.217427522	5.432339227
3154136	4.428742049	4.331179705
3940631	7.014823914	8.109966431
3154185	4.332899445	4.021932719
2367743	11.3939307	12.29630157
3547500	5.887574619	6.545504586
3154263	5.611919655	5.62033421
3940751	6.826235128	6.533115811
2367793	9.872103075	9.430427461
3154317	6.76015074	5.45425158
2367843	9.354437835	10.88896643
3547610	9.786967932	10.02059295
2367892	7.019229314	8.029517304
2761151	9.25325658	10.0390744
3154398	5.309783732	6.523091435
3940901	5.839941327	6.131221795
2367963	8.929660827	9.577718974
3547696	6.383562176	9.036189184
2761259	7.154954779	7.263532125
3940985	4.047385919	2.166631901
3940992	4.679506842	5.59549272
2761285	8.778470613	8.554312564
3941010	8.539211166	9.308775868
2761321	9.168628248	9.437555123
3941053	11.84517051	12.91452092
3941076	7.798429678	5.918441893
2368180	5.529685102	7.573356852
2368198	11.01577046	11.51382298
3154700	6.061743261	6.928473369
2761503	3.799954528	5.428985414
3548050	5.309174368	5.713978022
3548152	8.500977281	9.590379956
2368492	5.370319494	5.390382227
2761734	7.654917022	9.539392778
3548229	6.356638595	6.908857731
3548280	10.83088554	11.12097006
2761829	6.209578134	4.520518635
2368590	5.602957877	4.938045793
2761837	3.555146177	4.365085922
2761842	4.473166718	3.245892638
3548346	10.43918417	10.87640695
3941623	7.281746695	8.280493956
3941643	10.28274964	10.19632344
2761941	8.299214888	9.370938731
3548538	7.247203611	8.296044363
3941793	6.633046436	9.109088879
2368840	5.118341036	5.517895058
2762088	5.705628241	5.394918797
3941848	6.223262284	6.798594491
3941907	9.039348854	11.1345675
3941958	7.856146923	8.209914694
3155489	5.645685809	4.192608973
3942007	5.181422628	5.330731676
3548772	4.503894095	4.784158449
3942021	9.239254222	9.032654644
3548788	10.02063971	10.68408234
2762334	7.612359871	9.679597387
3942062	7.631748199	9.092772114
2369110	5.519414525	4.729231894
3548849	5.020578872	4.196452296
3155637	8.329178549	3.829680458
3942124	4.625702999	6.049616248
3942161	10.76510787	11.81766323
3548929	5.673626381	6.368841087
3942179	7.04678297	9.781767327
2762468	9.393630172	10.32477311
2369252	6.277578932	4.255551088
2762500	9.041455189	9.37474898
3942259	4.480371769	3.62053832
3549033	7.956811732	9.262269493
2369325	5.883647085	5.527994042
2369339	6.230918207	6.385526523
3549092	4.604049078	5.092284973
3942350	6.100593487	5.120170818
3155901	5.704611255	5.944443846
3942384	6.531686344	8.500321393
3942411	4.954424331	5.182248669
3155937	6.90385775	8.574902531
2369463	9.607649336	10.97102616
2369484	6.99319344	10.01649771
3549220	8.308996513	8.852985107
3942472	5.222354421	6.388139586
3942502	5.826967888	7.38562948
3549264	4.211806548	4.265736926
2369557	8.65967397	9.269535034
3942531	7.438132719	7.95134689
2369609	4.230187639	3.66736497
3549381	5.86685112	2.913107316
3942634	4.921605327	4.016350712
2369680	4.800647568	3.717422358
3942648	10.49449062	10.76165095
2762944	5.376831258	6.582287028
3156193	8.302017392	9.422631078
3549436	7.408781905	5.996848178
2369713	5.296912537	4.325585496
3942681	6.152657005	7.253251852
3549477	6.210309955	5.272686388
3549517	4.081717552	5.044004976
2369796	9.037995067	10.13079791
3942766	6.207368237	6.491239019
3156307	9.656275133	10.27455676
3549551	9.339442518	8.653878086
3942805	6.649934785	8.543561614
2369843	9.513833673	9.0263058
3549575	6.161286098	5.82895986
3942838	6.258231997	7.546881602
3549605	4.422076543	4.05126478
2763154	4.819563451	5.589329055
2369950	6.678911354	8.449202307
3942916	4.983914781	5.014673674
3942940	4.83651876	4.693940371
3549708	6.07633248	5.093260147
3942954	9.908361845	11.14389761
3549740	6.213160128	6.220531175
2370019	6.942106857	5.869997217
2370032	5.90294183	5.242742221
3942998	7.279492189	7.268356413
3549757	4.395523853	4.682949652
2763278	5.162667252	4.843965425
3156541	7.174276573	7.228844338
3549790	5.68524778	5.232155469
2370123	9.938655197	11.23462985
3943101	8.279156693	7.434539273
3156640	7.162187877	6.418331646
3156655	6.762272732	6.751334278
3943207	10.30289192	11.17146456
3943229	10.60522716	11.44512351
3549989	5.746832049	5.190035348
3943234	4.919705954	4.368225898
2763550	4.564196753	4.16690822
2370317	7.244458981	8.718218902
3550077	10.73066118	11.21139961
2370355	7.665639704	9.300786486
3156848	5.781291512	6.550750889
3943368	5.020394411	5.598918974
3550139	5.723514193	4.994735088
2370433	5.300743328	5.000838323
3943414	10.19292185	11.44944789
3550234	3.972417643	3.768229149
3943504	5.228313659	5.608842747
3550278	2.763671141	3.344883402
2763805	10.82717794	11.60314722
3157060	7.186483968	8.163666447
3550307	6.497937638	5.674930438
3550328	8.921284574	9.489338881
3550343	5.198342883	5.666175231
3157132	6.711599182	7.279864355
3157138	7.025862944	7.127954095
3157147	6.337059431	6.48507094
3550392	10.54940686	11.16146994
2763912	6.251436963	5.755966448
3157178	6.344599508	4.323860012
3157217	5.152526201	7.691022282
3157241	6.186544631	6.253941377
3550485	10.76082388	11.33990566
2764004	3.667740583	4.933896768
2370804	4.881432145	4.953847229
2764054	8.236650464	8.621858959
2370823	4.277897365	4.346770189
3157311	7.187107066	5.845196464
3157385	8.049233231	10.02413357
2370926	7.356027132	8.601372151
2764192	7.802193217	9.570964412
3157434	6.793407252	6.812647108
3157441	4.374988849	4.492338188
3157460	5.55554087	8.5577815
2370991	9.9703148	11.44375686
2371065	6.026040342	5.730851862
3157563	4.457725607	7.977379153
3944046	9.76958911	9.644336407
3157596	9.761602756	12.15206297
3944084	5.663375221	7.910782621
2371139	5.355287661	4.760084301
3157639	7.114557553	6.575963736
3944129	6.108089492	5.692572264
3157647	6.040322055	7.663579451
3157660	7.857780434	10.2545905
3944147	8.282106152	10.60738272
2764478	5.398423913	6.337350135
3157722	6.469824533	7.450952778
3944210	4.99213394	3.207792349
2371255	10.00075567	9.828659611
3157751	6.600068258	8.750586408
3944243	5.417364785	5.765449879
3551029	5.643745098	5.320913042
3944273	5.290027144	4.058824438
3157817	7.055027501	10.47003177
2371346	5.69590058	5.457490325
3157844	7.048103194	7.696751975
3551120	9.615610787	11.56808279
3157901	6.443863542	8.241746454
2764678	4.501593598	5.562064303
3944404	6.947640736	6.971611759
2371474	8.999798516	10.6578335
3158011	6.042383329	6.281946095
2371547	6.276208172	5.48884274
3158060	4.266033707	8.374687406
3944543	4.487293394	5.461416145
3551303	10.42407966	9.722905415
3944564	6.438714935	6.219471229
3158114	7.043948673	9.366207814
3944620	7.148866502	8.567675999
3944637	7.088804136	6.325422995
3551407	5.486584866	6.682731996
2371694	8.218894963	9.478115692
3158190	7.612339596	10.08315574
3551432	6.458856475	6.581523991
3944690	5.5627675	5.606160887
2371738	5.782188369	7.714616449
3551485	4.423981478	4.748684848
3944758	7.090141538	9.540247532
3944778	5.879302647	8.405844907
3158320	7.165203981	10.12662791
3551566	7.563249669	7.862608431
3944826	5.350338118	7.402150838
2371873	4.701252392	4.219044579
3158369	6.483394594	5.646338374
3158377	2.758598467	6.96128453
3944873	8.440412415	9.233593315
3944882	10.88404266	11.4881933
3944902	7.271911174	9.229953164
3551677	9.564570612	10.47847303
3944922	5.467867168	6.321024324
3158478	5.419385513	8.499084485
3158516	6.79882915	10.09384272
3945006	6.624348782	7.178425834
3945014	6.513599307	8.544619329
3945040	6.783112834	6.773014333
3945056	10.57703222	12.24016523
3158581	5.721164826	10.44683173
2372103	5.601939371	4.854491094
3945084	5.491621445	7.039949901
3158609	7.822899005	9.482415388
2372141	9.784516661	9.975789227
3158642	6.280218172	8.571307697
3945133	12.29438167	10.31330519
2372169	9.679083744	7.201141771
3551906	6.953576051	8.000216012
2372211	4.669232324	4.632434969
3551935	6.932811199	8.665203249
3158697	7.703422595	8.660071978
3945180	5.080611832	6.807751179
3158740	6.243809486	5.405500035
3945225	4.885333977	6.754259526
3158767	5.638892001	8.407505715
3158812	7.359534348	7.481968913
2765590	4.374535269	4.003089467
3945314	7.33256227	8.849031803
3552083	6.991099463	11.09589805
3945349	7.911267638	8.02357695
3945376	10.37312561	11.10172842
3945396	8.342923585	9.576998221
3159013	5.236160607	6.551257089
3945515	7.878820349	7.025851965
3159040	11.61271533	13.1632272
3159061	5.344257731	7.807880809
3945545	9.198476351	9.706524797
3945572	9.298664615	10.32908247
3945585	8.830832074	8.36232961
3552344	5.010646706	5.047677975
2765865	5.982005589	7.712886913
3945614	8.836318665	10.399253
3159132	7.344140532	8.225300641
3159167	5.485803553	7.140931995
3945651	6.369851622	7.184359648
2765935	8.35955631	4.494611882
2372719	5.616928122	4.637592859
3945684	4.378790772	5.349375894
2372781	4.488882898	6.487065566
2372812	3.52382883	5.494701476
3945781	7.052274591	7.810942168
3159330	8.102213256	9.662525375
3945815	5.48006635	7.218584224
2372858	6.725937087	6.745983052
2766122	5.335903023	5.825710167
3945863	6.469736637	7.623288931
3945877	7.900614767	9.9493934
2372924	10.93352654	10.70568998
3945914	7.803809849	8.399646786
2766192	5.718067714	4.9668165
3552684	4.077433152	5.750401054
2372967	11.00306634	10.8110214
3945942	6.037784684	5.936934691
2766219	4.868542321	4.399740766
3159483	5.281912413	7.168655406
3552729	10.23636316	11.11702399
2766262	4.891763414	6.299307553
2766289	5.474064451	8.189336991
2766359	9.037035537	10.43787342
3552847	9.053124237	9.845364071
3946095	8.14405402	9.316252866
2766419	12.50795379	12.9766566
3946146	4.150502812	5.536802037
3159676	4.75304823	4.343016891
2766456	9.261576063	9.429749851
3946192	8.033340402	9.098433946
2766492	6.263965376	7.020465531
3159735	4.441438494	5.099483175
3159754	5.032424884	2.770805794
2766532	12.38375491	8.353476211
3553017	9.661858245	8.402308618
2373336	9.664796582	8.984278882
2766588	9.322215478	10.41656533
3553103	6.612645535	6.604314026
3946351	9.354637281	10.87024655
2373406	4.432166041	8.064823586
3946380	5.532864724	7.898492558
3553141	5.302459804	6.043415961
3159946	7.937178112	9.304282104
2373465	5.433752338	3.693996109
2373494	3.388520203	2.84873276
3553228	9.114789302	9.498961534
2373511	6.107711405	3.444081284
3946495	6.190881489	6.607258301
3946510	7.918778283	8.596682996
2766788	6.962178816	6.744231524
2373564	4.864573701	5.481805888
3553337	7.553291762	8.541348339
3946615	9.416474019	8.824628914
2766893	6.03408803	6.63544098
3553389	6.088790888	4.901814611
3160175	4.894938993	5.176877242
2373693	6.849413859	7.06130098
2373736	7.23147081	9.608052713
3946705	7.248842196	8.719516598
3160229	7.223087034	5.791572734
3946762	6.332934791	9.315854506
3553531	6.102174668	7.620329811
2373842	8.377276698	9.253721446
3946817	4.474416574	6.385034069
3553607	10.59371091	11.61332138
2767159	5.552177998	4.828878644
3946889	8.806427177	10.52643403
3553690	9.630880481	10.12510346
3946944	6.974824681	7.477175405
3946970	11.21799707	12.26466153
3160500	7.866793641	6.916166097
3947011	9.553302899	7.973538573
2767295	4.439199242	8.425162741
3947036	4.263524613	5.379474255
3553803	6.226819654	8.18264761
3553833	7.761758646	9.145249474
2374126	5.32080867	4.548635958
3947096	6.821004127	8.780707074
2767378	4.661393328	3.969515842
3553872	8.485942989	10.1460425
3947123	7.313028125	10.22879865
3160658	5.537160148	4.616061615
3553947	5.386560936	7.955678965
3160727	6.722994984	7.561440704
3160735	8.477795699	8.026545574
3947227	5.769603159	6.115498719
3553998	4.863699385	3.927074711
3160773	9.745673904	10.94589735
3947258	6.214002373	3.135486166
2374345	7.31730633	7.661911081
3947310	9.255743247	8.949370539
3554104	7.743634456	3.500262428
2374409	11.44625235	11.75415957
3160895	8.651991649	10.34960818
2374414	7.804874769	5.944278285
2374422	5.26028729	4.921728293
2767710	5.546429174	5.863173633
3947434	7.412222627	9.949085966
3947460	7.41693472	10.03746642
2767764	4.760606856	3.108391751
2374544	7.142845324	6.588239405
2767790	7.067307161	8.654842454
3554282	7.561400798	7.787754583
3161042	3.552424722	3.800879197
3554315	5.651863248	7.090246536
3161082	3.514527862	4.288085355
2374604	6.768511872	6.09681985
3161113	5.009412121	4.694404786
3554360	6.759917137	7.56438325
3947604	5.172303487	6.180218822
3947627	7.402581495	7.866195024
3554396	5.126696978	5.118640739
3161167	7.521834589	8.702584825
2767932	5.619985162	7.810046942
2374700	8.167065583	9.322331542
3554442	6.151043438	5.742939491
3554452	7.063671189	7.566591935
2767972	4.337926909	4.557810341
2374746	7.169661986	7.918420027
3554496	6.228222253	6.755178683
3161261	6.911107316	3.431452696
2768039	5.924914617	4.422240851
3554523	4.380532062	5.839784949
2768056	5.255658401	3.499501937
3554592	5.390940194	6.460669947
2374872	9.012264868	10.5535685
3161379	4.580531438	4.683651545
3947863	7.210340886	9.030836314
2768145	7.727309562	8.593515622
3161398	5.648400008	8.358050411
2374926	5.240216047	7.184756353
2768197	5.56589796	5.203201156
2374956	10.82996449	10.81294472
2374982	8.405559529	11.00295094
3947952	4.574581418	5.273534539
3554728	8.061242917	8.897166796
2375011	5.556491494	5.142477429
3947986	9.490396642	10.58129789
2768273	8.37211523	9.427745134
2375038	7.703220121	5.968679847
2768323	3.741898382	3.413910404
3948047	5.583284392	5.078663912
3161566	8.029539849	8.564945897
3554818	6.634510866	6.698846325
2768354	5.403955327	6.993779639
3554851	7.010951831	6.784176774
2375144	6.087416695	6.200041314
3554868	7.108717849	6.941201799
