gene_id	GM12878_rep1	GM12878_rep2
ENSG00000136040.4	11.7874	8.22984
ENSG00000244391.2	0	0.137838
ENSG00000258035.1	0.0751009	7.33E-11
ENSG00000258172.1	3.96E-32	0.0388669
ENSG00000258365.1	0.497438	0.398364
ENSG00000173588.10	6.31455	3.85059
ENSG00000213250.5	2.08187	1.55064
ENSG00000257400.1	0	0.0433962
ENSG00000244091.1	0	0
ENSG00000258357.1	9.72545	8.52205
ENSG00000236349.1	9.15391	5.41561
ENSG00000266099.1	0	0
ENSG00000057704.6	9.00853	8.30644
ENSG00000257847.1	1.38E-17	0.930204
ENSG00000216306.3	0.487286	0.870252
ENSG00000208038.1	0	0
ENSG00000184752.8	117.412	139.386
ENSG00000120798.12	12.2017	11.1511
ENSG00000180263.9	1.04985	0.872429
ENSG00000257121.1	0	0.00650545
ENSG00000237774.3	0.0791997	0.298397
ENSG00000028203.13	28.3479	23.62
ENSG00000202470.1	0	0
ENSG00000212535.1	0	0
ENSG00000257666.1	0	0
ENSG00000199172.1	0	0
ENSG00000265917.1	0	0
ENSG00000258247.1	0.00158556	0.00206487
ENSG00000258313.1	0.0436304	0.0129501
ENSG00000257583.1	8.23E-05	5.14E-05
ENSG00000257943.1	0.0015568	0.00183301
ENSG00000222544.1	0	0
ENSG00000241556.1	115.076	89.3372
ENSG00000111142.9	56.6543	58.6864
ENSG00000136014.7	0.0370272	0.0160948
ENSG00000212448.1	0	0
ENSG00000257150.1	0.121413	0.0341421
ENSG00000074527.7	0.00139368	0.0602136
ENSG00000199506.1	0	0
ENSG00000258343.1	0.00358027	0.00531664
ENSG00000258292.1	2.64E-08	1.84E-09
ENSG00000139343.6	22.321	45.2504
ENSG00000165972.8	0.0234817	0.0408937
ENSG00000139344.3	0.109762	0.0435058
ENSG00000084110.6	0.0623458	0.089093
ENSG00000257878.1	0.106833	0.0379209
ENSG00000257715.1	9.68E-214	0.000347616
ENSG00000111144.5	44.5619	31.7421
ENSG00000258251.1	0	0
ENSG00000266889.1	0	0
ENSG00000111145.3	1.01466	0.92758
ENSG00000258177.1	0.00318099	0.000285627
ENSG00000059758.3	11.6034	6.45212
ENSG00000201435.1	0	0
ENSG00000257169.1	0	1.21E-25
ENSG00000258272.1	0.00122109	0.0525179
ENSG00000252827.1	0	0
ENSG00000263364.1	0	0
ENSG00000188596.5	0.646909	0.334137
ENSG00000258846.1	0.107992	0.0350329
ENSG00000139350.7	8.94454	5.33978
ENSG00000202368.1	0	0
ENSG00000258131.1	0.0961286	0.0263841
ENSG00000257470.1	0.000644865	0.000340045
ENSG00000257920.1	0	0.00309054
ENSG00000255794.2	0.285261	0.185437
ENSG00000221479.2	0	0
ENSG00000207586.1	0	0
ENSG00000251844.1	0	0
ENSG00000257157.1	0	0
ENSG00000257501.2	0.0025345	0.00351381
ENSG00000206899.1	53.4155	0.00272364
ENSG00000265861.1	0	0
ENSG00000263890.1	0	0
ENSG00000258312.1	0.000818605	0.000964592
ENSG00000257580.1	0	0
ENSG00000201296.1	0	0
ENSG00000227825.3	0.0964381	0.155404
ENSG00000245017.2	0.335759	0.530542
ENSG00000257167.2	2.59011	2.13979
ENSG00000264461.1	0	0
ENSG00000120802.9	53.4461	47.9436
ENSG00000225185.2	0	0
ENSG00000075415.8	372.975	316.36
ENSG00000212443.1	1.47E-281	1.88E-201
ENSG00000221625.1	0	1177.95
ENSG00000166130.10	21.6432	12.535
ENSG00000120868.9	6.05239	4.58632
ENSG00000258204.1	3.21126	0.918728
ENSG00000257458.1	4.59E-05	0.000396248
ENSG00000258039.2	0	0
ENSG00000180219.1	0.0107466	0
ENSG00000185046.14	0.000462834	0.00368921
ENSG00000202324.1	0	0
ENSG00000214203.4	36.621	72.0695
ENSG00000111647.8	6.90771	7.33084
ENSG00000257696.1	0.02529	0.129708
ENSG00000238105.3	5.3198	5.44213
ENSG00000221770.1	0	0
ENSG00000266610.1	0	0
ENSG00000257489.2	1.77082	1.74887
ENSG00000166153.12	0.972049	0.587664
ENSG00000206790.1	0	0
ENSG00000075089.5	20.423	15.8327
ENSG00000136021.13	8.15719	7.21658
ENSG00000179520.6	0.0117038	0.0073211
ENSG00000238748.1	0	0
ENSG00000012504.9	0.0250178	0.000825965
ENSG00000271177.1	0	0
ENSG00000139354.6	1.54584	0.767854
ENSG00000257803.2	0.00464128	0.00264532
ENSG00000239036.1	0	0
ENSG00000151572.12	0.048303	0.000531167
ENSG00000258033.1	7.95911	6.74927
ENSG00000257325.1	0	0
ENSG00000258007.1	0	0
ENSG00000256870.2	0.000326565	0.000612043
ENSG00000207414.1	0	0
ENSG00000241744.1	0	0
ENSG00000120800.4	3.09996	2.14074
ENSG00000238800.1	0	0
ENSG00000120805.9	37.7423	36.2853
ENSG00000257543.1	0.428468	0.397584
ENSG00000222890.1	0	0
ENSG00000239413.1	0.440113	0.151349
ENSG00000206929.1	0	0
ENSG00000202249.1	0	0
ENSG00000252366.1	0	0
ENSG00000166211.6	0.0768383	0.0544448
ENSG00000196091.8	0.00696495	0.0069819
ENSG00000257514.1	0	1.08E-33
ENSG00000111666.6	6.72791	5.54975
ENSG00000199933.1	0	0
ENSG00000139351.10	0.291991	0.244124
ENSG00000111670.10	13.0929	10.586
ENSG00000222255.1	0	3.50E-296
ENSG00000258230.2	0.716996	0.68768
ENSG00000222932.1	0	0
ENSG00000201168.1	0	0
ENSG00000238940.1	0	9.99E-264
ENSG00000223046.1	0	0
ENSG00000252863.1	0	0
ENSG00000258153.1	5.85679	6.6264
ENSG00000136048.9	17.1475	15.141
ENSG00000241917.1	0.562047	5.74E-25
ENSG00000258288.1	0.00014055	0.000602276
ENSG00000257202.1	1.92E-39	8.60E-100
ENSG00000258308.1	0.328253	0.546504
ENSG00000120860.6	21.1339	16.2904
ENSG00000257222.1	1.13325	1.83493
ENSG00000075188.4	22.9138	16.5842
ENSG00000185480.7	7.82098	3.88239
ENSG00000183395.4	0.83707	0.632123
ENSG00000264554.1	0.576125	0
ENSG00000258142.2	0	0.0636095
ENSG00000017427.11	7.94912	7.22384
ENSG00000257254.1	0.0875748	0
ENSG00000258169.1	0	0.00316323
ENSG00000171759.4	0.296314	0.00783498
ENSG00000221807.2	0	0
ENSG00000139352.3	1.25804	0.7547
ENSG00000257703.1	0.000898812	0.00114126
ENSG00000239164.1	0	0
ENSG00000257860.1	0.00130165	0.00202508
ENSG00000179088.10	0.914611	0.558324
ENSG00000238909.1	0	0
ENSG00000257415.1	0	0
ENSG00000257994.1	0.031735	0
ENSG00000257762.1	0	0
ENSG00000136011.10	0.0519263	0.0874914
ENSG00000212594.1	0	0
ENSG00000257737.1	5.74E-08	2.38E-08
ENSG00000257766.1	0	0
ENSG00000238914.1	0	0
ENSG00000257681.1	0.264586	0.255467
ENSG00000111696.7	1.22148	1.58177
ENSG00000257754.1	3.42E-08	6.27E-07
ENSG00000257327.1	0.070752	0.0852512
ENSG00000166598.8	293.973	400.433
ENSG00000265072.1	5.72E-284	0
ENSG00000214198.3	0.717124	1.28746
ENSG00000204954.5	10.4929	8.27382
ENSG00000139372.10	14.1369	13.574
ENSG00000215976.1	0	0
ENSG00000120820.8	3.0728	2.48735
ENSG00000216285.4	336.945	247.018
ENSG00000111727.7	4.03136	2.80317
ENSG00000120837.3	10.9008	10.6824
ENSG00000199415.1	3.08E-19	0
ENSG00000257193.1	0	0.0030725
ENSG00000198431.11	16.9627	21.6968
ENSG00000213442.4	2999.84	3601
ENSG00000255150.1	1.71402	2.55978
ENSG00000257732.1	0.182977	0.0662963
ENSG00000171310.6	14.5632	12.5561
ENSG00000258111.1	0.289187	2.29E-20
ENSG00000264295.1	0	0
ENSG00000136052.5	4.9579	4.95469
ENSG00000222579.1	0	0
ENSG00000265054.1	0	0
ENSG00000257758.1	0	0
ENSG00000151131.5	18.0228	34.9096
ENSG00000257886.1	2.34E-44	1.07E-46
ENSG00000136010.9	5.34949	3.60895
ENSG00000257999.1	0.122501	0.0191191
ENSG00000136051.9	11.4204	7.97426
ENSG00000136044.7	4.2414	4.03701
ENSG00000257642.1	0.148697	0.112243
ENSG00000264749.1	0	0
ENSG00000235162.4	50.8831	39.6744
ENSG00000257859.1	0.0155235	0
ENSG00000257773.1	5.00372	4.89533
ENSG00000257890.1	0	8.53E-05
ENSG00000074590.9	0.00539226	0.00155156
ENSG00000257438.1	0	0
ENSG00000257611.1	0.0400078	0.0320515
ENSG00000136026.9	9.45364	8.33991
ENSG00000258355.1	0.0273903	0.11039
ENSG00000238609.1	0	0
ENSG00000166046.6	1.14899	0.923745
ENSG00000013503.5	1.73648	1.27525
ENSG00000111783.8	0.00958935	0.00242803
ENSG00000111785.14	2.81023	1.92024
ENSG00000257545.1	0.00478685	0.195366
ENSG00000257711.1	0.0733789	0.0679131
ENSG00000257918.1	0.200773	0.122963
ENSG00000257119.1	0	0
ENSG00000240631.1	0	0
ENSG00000260329.1	0.324092	0.184332
ENSG00000151135.5	23.5735	21.9352
ENSG00000120832.5	3.97487	3.82066
ENSG00000008405.7	1.60411	1.30106
ENSG00000257548.1	0.00128747	0.00351075
ENSG00000257444.1	0	0
ENSG00000151136.10	0.000658701	0.0168927
ENSG00000200897.1	0	0
ENSG00000222160.1	0	0
ENSG00000222302.1	0	0
ENSG00000257579.1	0.00172906	0.00089261
ENSG00000136045.7	36.0125	27.9472
ENSG00000240441.1	0.106983	0.175652
ENSG00000110851.7	5.63133	5.91733
ENSG00000258136.1	0.152991	0.00103961
ENSG00000187855.5	0	0
ENSG00000263632.1	0	0
ENSG00000257141.1	0	0
ENSG00000257398.2	0.000712684	0.000361101
ENSG00000257951.1	0.239461	0.300045
ENSG00000257392.1	0	0.00522128
ENSG00000257426.1	0	0
ENSG00000258072.1	0.37378	0.373993
ENSG00000257129.1	0	0
ENSG00000075035.5	0.00535869	0.000110134
ENSG00000257281.1	0	0
ENSG00000174600.9	10.0892	10.5378
ENSG00000247213.2	0.00638009	0.00368655
ENSG00000198855.2	2.98102	3.76864
ENSG00000075856.7	32.6809	37.999
ENSG00000136003.11	101.909	104.176
ENSG00000183160.8	0.329167	0.0701255
ENSG00000110876.8	27.9058	28.3644
ENSG00000257221.1	5.73894	7.2016
ENSG00000110880.6	81.7791	67.9459
ENSG00000238457.1	0	0
ENSG00000200060.1	0	0
ENSG00000264043.2	0.0793681	0.136145
ENSG00000084112.10	8.29532	7.01181
ENSG00000207622.1	0	0
ENSG00000110887.3	0.00127897	0.00172077
ENSG00000260987.1	0	0
ENSG00000166111.5	0.012288	0.00141752
ENSG00000201324.1	0	0
ENSG00000238424.1	0	0
ENSG00000135093.8	4.08052	3.06266
ENSG00000212138.1	0	2.89E-222
ENSG00000256262.1	6.92174	10.3523
ENSG00000189046.6	13.4223	14.2683
ENSG00000076248.6	21.1182	21.5219
ENSG00000256139.2	0.02288	0.170125
ENSG00000076555.11	0.99345	0.734438
ENSG00000139445.13	0.00567366	0.00730482
ENSG00000174527.5	0.00454974	0.0225962
ENSG00000151148.9	9.40085	7.80442
ENSG00000256560.1	0	3.16E-93
ENSG00000255655.1	0.210554	0.124004
ENSG00000110906.8	12.2419	16.3743
ENSG00000139428.7	32.9601	26.8315
ENSG00000200274.1	3.26823	0
ENSG00000110921.7	14.4253	14.1349
ENSG00000200794.1	0	0
ENSG00000139438.5	0.0764832	0.0697482
ENSG00000255650.1	0.00114393	4.92E-33
ENSG00000111199.6	0.00854485	0.0248574
ENSG00000263510.1	0	0
ENSG00000139433.5	9.04181	9.39371
ENSG00000256351.1	0.0338308	6.60E-10
ENSG00000241413.2	0	0.0946719
ENSG00000249094.2	0.0305993	0.0215525
ENSG00000139437.13	4.66078	5.78611
ENSG00000139436.16	22.2311	17.1844
ENSG00000076513.12	42.2824	36.6478
ENSG00000174456.9	11.1653	8.92439
ENSG00000122970.11	3.13175	2.81953
ENSG00000174437.12	40.8835	44.6841
ENSG00000264626.1	0	0
ENSG00000196510.8	18.6404	18.0419
ENSG00000258210.1	0.735969	0.307914
ENSG00000258011.2	2.83261	4.50261
ENSG00000111229.11	81.3758	95.8436
ENSG00000111231.4	19.3919	15.4544
ENSG00000241680.1	111.143	67.7174
ENSG00000204856.7	19.0805	13.1959
ENSG00000111237.14	73.982	64.5517
ENSG00000202335.1	0	0
ENSG00000196850.4	15.6507	10.5217
ENSG00000151164.14	0.694369	0.736256
ENSG00000204852.11	7.40021	6.58039
ENSG00000221246.1	0	0
ENSG00000263537.1	0	0
ENSG00000122986.9	71.6802	73.9392
ENSG00000186298.7	108.028	95.0385
ENSG00000257268.1	0	0.00183643
ENSG00000241286.2	0	0.00330023
ENSG00000173093.8	0.0029817	0.00364418
ENSG00000111245.10	0.920935	1.54381
ENSG00000185847.3	0.115046	0.170291
ENSG00000258240.1	0.000875262	0.0237652
ENSG00000111249.9	0.161359	0.1876
ENSG00000221259.1	0	0
ENSG00000221386.1	0	0
ENSG00000253080.1	0	0
ENSG00000198324.10	0.744737	0.692078
ENSG00000257595.2	0.00915533	0.156716
ENSG00000257539.2	8.80E-08	9.57E-07
ENSG00000111252.6	11.9615	16.3376
ENSG00000204842.10	15.0328	8.9692
ENSG00000266269.1	0	0
ENSG00000272215.1	0	0
ENSG00000238168.4	0.0684231	0.530096
ENSG00000258099.1	0.467769	0.576483
ENSG00000089234.11	9.22547	7.63991
ENSG00000258359.1	0.428413	0.0350606
ENSG00000111271.10	12.0078	11.1635
ENSG00000257767.2	0.0169262	0.0139857
ENSG00000111275.8	13.6646	9.88282
ENSG00000257877.1	0	0
ENSG00000248594.2	4.37627	5.70507
ENSG00000234608.3	11.5762	12.6567
ENSG00000244060.2	1.58E-73	0
ENSG00000089022.9	15.0552	12.7667
ENSG00000270018.1	0.724312	1.75294
ENSG00000229186.3	1.49445	1.78777
ENSG00000226469.1	0.0198637	0.028362
ENSG00000198270.8	3.84364	3.79453
ENSG00000257624.1	0	0
ENSG00000258373.1	9.24E-70	2.29E-108
ENSG00000089248.6	64.048	95.8124
ENSG00000111300.5	6.81125	5.42225
ENSG00000266370.1	0	0
ENSG00000258323.1	9.61E-60	1.13E-11
ENSG00000200688.1	0	0
ENSG00000135148.7	24.0148	23.183
ENSG00000200135.1	0	0
ENSG00000173064.6	9.83794	10.6928
ENSG00000213152.5	3.76222	2.71709
ENSG00000257494.1	2.03E-192	1.20E-13
ENSG00000201428.1	22.5398	36.5701
ENSG00000257658.1	0	3.35E-154
ENSG00000089009.11	896.788	1013.81
ENSG00000179295.11	14.6756	11.5788
ENSG00000089169.10	0.000522232	0.0379682
ENSG00000221560.1	0	0
ENSG00000089127.8	45.1433	36.885
ENSG00000111331.8	18.0072	14.5907
ENSG00000111335.8	67.2947	44.96
ENSG00000258159.1	6.53E-229	0
ENSG00000257452.1	0.0675842	0.109339
ENSG00000242461.1	0	0
ENSG00000135144.3	8.4216	7.77837
ENSG00000111344.7	0.29908	0.172507
ENSG00000186710.7	0.00220951	0.0527977
ENSG00000233796.1	0.000498376	1.87E-87
ENSG00000199899.1	0	0
ENSG00000123064.8	35.3171	45.5387
ENSG00000201208.1	0	0
ENSG00000139405.11	9.79147	10.0433
ENSG00000257286.1	0.125679	0.153166
ENSG00000166578.5	0.529083	0.440155
ENSG00000186815.8	23.8624	17.3002
ENSG00000089060.7	3.3858	4.39481
ENSG00000151176.3	4.62654	5.1779
ENSG00000135094.6	0.0551938	0.0729565
ENSG00000139410.10	0.633978	0.467859
ENSG00000089116.3	0	0.0037398
ENSG00000257935.2	0	0
ENSG00000238487.1	0	0
ENSG00000249550.2	0.214224	0.16891
ENSG00000257231.1	0	0
ENSG00000122965.6	15.1048	13.8843
ENSG00000257359.1	7.94E-47	5.89E-27
ENSG00000257603.1	0	0
ENSG00000257997.1	0.000920014	0.000735646
ENSG00000257300.1	0	0
ENSG00000257915.1	0	0
ENSG00000257476.1	0	0
ENSG00000089225.15	0.000694532	0.00605924
ENSG00000255399.2	0	0
ENSG00000222982.1	0	0
ENSG00000255830.2	0	0
ENSG00000265632.1	0	0
ENSG00000258244.1	0.131371	0.241909
ENSG00000258254.1	0	0
ENSG00000199220.1	0	0
ENSG00000135111.10	0.00891785	0.00454989
ENSG00000257817.1	2.07E-05	0.00114601
ENSG00000252459.1	0	0
ENSG00000257517.1	0	0
ENSG00000257958.1	0.0135978	0.00389528
ENSG00000257519.1	0	0
ENSG00000271579.1	0.0582625	0
ENSG00000257726.1	0	0.00664519
ENSG00000258108.1	0	0.000938877
ENSG00000258280.1	0	0
ENSG00000257407.1	0	0.000358567
ENSG00000241656.1	0	0
ENSG00000240205.2	0	0
ENSG00000257781.1	0.000803512	0.000528782
ENSG00000257683.1	0.000413725	0.000667991
ENSG00000200112.1	0	0
ENSG00000123066.3	5.17875	6.84368
ENSG00000207967.1	0	0
ENSG00000258337.1	0.106242	0.00406135
ENSG00000263768.1	0	0
ENSG00000258034.1	0.0353148	0.186026
ENSG00000200665.1	0	0
ENSG00000257979.1	0	0
ENSG00000258346.1	0	0.00023392
ENSG00000264037.1	0	0
ENSG00000258018.1	0.0452312	0.0264567
ENSG00000196668.3	10.8613	18.2107
ENSG00000258102.1	0.438636	0.511415
ENSG00000171471.5	16.947	18.938
ENSG00000258249.1	0	0
ENSG00000257883.1	0.00147736	0.00302528
ENSG00000257654.1	0.000353576	0
ENSG00000111412.4	9.39049	8.96645
ENSG00000135119.10	1.75533	3.08392
ENSG00000201382.1	0	0
ENSG00000239374.1	5.68473	5.48466
ENSG00000135116.5	0.0166833	0.00573551
ENSG00000240100.1	0	0
ENSG00000174989.8	3.2911	2.98727
ENSG00000257279.1	9.42E-07	6.55E-13
ENSG00000088992.13	19.7305	14.0776
ENSG00000258285.1	0.189381	0.141832
ENSG00000135108.10	6.19544	9.68457
ENSG00000089250.14	0.0301004	0.0125502
ENSG00000257465.2	0	0
ENSG00000255686.1	1.53E-07	0.00433381
ENSG00000256071.1	0.0503261	0
ENSG00000171435.9	0.0579599	0.0389293
ENSG00000111445.9	16.3716	12.9017
ENSG00000176871.4	22.8569	21.1967
ENSG00000176834.9	1.28011	1.65102
ENSG00000089220.4	89.8379	88.3535
ENSG00000135090.9	33.169	27.1133
ENSG00000221280.1	0	0
ENSG00000240342.2	1718.35	2181.2
ENSG00000270482.1	0.197154	0.0720758
ENSG00000111707.7	9.27803	9.88068
ENSG00000255714.1	0	0
ENSG00000241590.1	0	0
ENSG00000256750.1	0	0
ENSG00000255618.1	0	0
ENSG00000255814.1	0	0.000566716
ENSG00000199809.1	0	0
ENSG00000256149.1	0.000300925	0.000228975
ENSG00000201042.1	0	0
ENSG00000139767.4	0.00215942	0.000396527
ENSG00000244112.2	0	0
ENSG00000256031.1	0.0204032	0
ENSG00000257095.1	1.21E-09	1.56E-07
ENSG00000256884.1	0.00805205	0
ENSG00000152137.2	0.0181958	0.0504376
ENSG00000213144.2	25.8784	35.3719
ENSG00000256609.1	0	0
ENSG00000256311.1	0	0.000819864
ENSG00000183273.2	0.00100247	0.00132881
ENSG00000222647.1	0	0
ENSG00000224982.2	5.10E-92	0.000125955
ENSG00000111725.6	21.3806	22.7048
ENSG00000248636.2	0.000521581	0.000816963
ENSG00000252886.1	0	0
ENSG00000122966.9	7.97974	7.77255
ENSG00000221323.1	0	0
ENSG00000255692.1	0.0773693	0.0305283
ENSG00000226729.3	0	0.0696043
ENSG00000135127.7	1.83097	2.05222
ENSG00000272464.1	0	0
ENSG00000255575.1	0	0
ENSG00000111737.7	39.7542	50.3091
ENSG00000089154.6	32.1914	34.8516
ENSG00000266704.1	0	0
ENSG00000263913.1	0	0
ENSG00000089157.11	2092.89	1859.4
ENSG00000255857.1	4.60551	7.23233
ENSG00000240925.1	0	0
ENSG00000089159.11	13.4092	15.3343
ENSG00000123009.3	86.879	139.826
ENSG00000202538.1	544.726	172.289
ENSG00000200795.1	561.035	172.289
ENSG00000089163.4	0.474882	0.254241
ENSG00000252659.1	0	0
ENSG00000170890.9	0	0.00562612
ENSG00000135097.2	0.000394354	0.00739711
ENSG00000239881.1	0	0
ENSG00000256695.1	0	0.00102808
ENSG00000111775.2	112.473	152.98
ENSG00000111780.8	0.444007	0.0861101
ENSG00000257218.1	9.59102	11.6942
ENSG00000170855.3	29.1618	34.4643
ENSG00000219355.2	0.00278338	1.10E-10
ENSG00000111786.4	103.739	134.303
ENSG00000088986.6	147.871	181.411
ENSG00000248008.2	2.17604	1.67344
ENSG00000110871.10	24.12	21.7905
ENSG00000222601.1	0	0
ENSG00000241030.1	0.177099	0.0754855
ENSG00000022840.11	65.7236	78.3808
ENSG00000167272.6	26.6007	26.1986
ENSG00000242137.1	0	0
ENSG00000256008.1	0.00339251	0.000962469
ENSG00000157782.5	1.27661	0.644671
ENSG00000110917.3	40.716	41.9648
ENSG00000256364.1	1.25E-05	4.2717
ENSG00000175970.7	9.01787	7.74848
ENSG00000265455.1	0	0
ENSG00000256569.1	3.47391	4.78104
ENSG00000122971.4	11.5641	10.468
ENSG00000255946.1	0.0145182	0.0163635
ENSG00000157837.11	20.8991	14.2593
ENSG00000213137.3	1.93E-18	0.0478834
ENSG00000231313.2	3.46745	3.60986
ENSG00000244585.1	0.256836	0.341026
ENSG00000241388.3	0.00147035	0.0433552
ENSG00000272214.1	0	0
ENSG00000271769.1	0.510445	0.330611
ENSG00000157895.7	8.0143	9.40219
ENSG00000135100.13	0.159334	0.205873
ENSG00000135114.8	3.14804	3.21601
ENSG00000256963.1	0	0
ENSG00000201945.1	0	0
ENSG00000223538.2	0	0
ENSG00000089041.12	1.00312	0.532148
ENSG00000257053.1	0	0
ENSG00000261827.1	1.16517	0.455641
ENSG00000135124.10	11.7901	16.5852
ENSG00000110931.14	13.1228	11.6232
ENSG00000089053.8	56.0718	48.8915
ENSG00000258435.1	1.86E-138	0.143669
ENSG00000170633.12	33.065	54.6701
ENSG00000256742.1	0.639438	0.672353
ENSG00000089094.12	46.4546	43.0741
ENSG00000252393.1	0	0
ENSG00000182500.7	13.1656	15.6133
ENSG00000139714.8	0.142602	0.305372
ENSG00000188735.8	3.89562	4.97297
ENSG00000272849.1	0.787064	1.2158
ENSG00000139725.3	40.9867	32.9313
ENSG00000212694.4	14.0475	23.8287
ENSG00000139718.6	3.15537	4.31485
ENSG00000158104.7	0.106225	0.0824432
ENSG00000256811.1	0	0
ENSG00000110801.9	26.2368	34.5102
ENSG00000256950.2	0.0832498	0.0401315
ENSG00000239082.1	0	0
ENSG00000158023.5	0.818732	0.467396
ENSG00000255856.1	0.0116046	0.00814394
ENSG00000110987.4	4.39284	4.07098
ENSG00000256546.1	0.999112	0.984289
ENSG00000175727.9	4.69072	5.14528
ENSG00000158113.8	0.0259947	0.112397
ENSG00000204671.1	3.73E-07	1.80E-141
ENSG00000176383.8	0.305677	0.236375
ENSG00000184047.11	40.3285	33.7561
ENSG00000256861.1	1.15399	3.10692
ENSG00000139719.5	7.696	6.91305
ENSG00000130779.15	8.69966	7.93745
ENSG00000256304.1	0.00529028	4.15E-19
ENSG00000214760.2	0.792083	0.133771
ENSG00000257097.1	1.98E-61	0.0782591
ENSG00000033030.9	11.7093	9.07794
ENSG00000252192.1	0	0
ENSG00000111011.13	38.1666	45.4595
ENSG00000184445.7	22.2707	20.4026
ENSG00000256249.1	3.33E-286	0
ENSG00000255972.1	0	0
ENSG00000196917.4	0.0315378	0.0311419
ENSG00000182782.7	0.255358	0.217069
ENSG00000255398.2	0.813624	0.744216
ENSG00000270134.1	0	0
ENSG00000256044.1	0	0
ENSG00000139726.6	22.2811	24.7383
ENSG00000206914.1	0	0
ENSG00000130783.9	0.172289	0.103653
ENSG00000130787.9	3.76997	4.84442
ENSG00000256152.2	8.72981	17.5823
ENSG00000139722.2	12.0296	13.1765
ENSG00000150967.13	0.864144	0.980226
ENSG00000111325.12	12.3691	11.3097
ENSG00000256028.2	0.54839	0.611076
ENSG00000182196.9	88.2466	95.3093
ENSG00000090975.8	0.248287	0.208511
ENSG00000265526.1	0	0
ENSG00000265603.1	0	0
ENSG00000251497.2	0.0156322	0.0150884
ENSG00000051825.10	14.2225	13.8145
ENSG00000235423.4	0.469845	0.211721
ENSG00000111328.2	20.9826	22.3364
ENSG00000130921.3	13.6761	8.48056
ENSG00000269980.1	0.08574	1.96E-137
ENSG00000199845.1	0	0
ENSG00000270113.1	3.67573	4.10904
ENSG00000139697.7	14.1924	14.4254
ENSG00000207189.1	0	0
ENSG00000256092.2	4.32068	3.745
ENSG00000183955.8	9.48869	9.8765
ENSG00000150977.9	61.2657	51.5643
ENSG00000270445.1	0.926282	0
ENSG00000184209.14	15.2386	26.0179
ENSG00000188026.7	0.627214	0.500822
ENSG00000266655.1	0	0
ENSG00000247373.2	0.365961	0.573404
ENSG00000086598.6	111.314	132.388
ENSG00000111364.11	14.1765	14.762
ENSG00000206897.1	1.78E-58	0
ENSG00000111361.8	24.2469	31.0759
ENSG00000111358.9	20.4128	18.0094
ENSG00000168778.7	3.02091	3.09192
ENSG00000255839.1	0.667035	2.65162
ENSG00000185344.9	14.4047	13.7295
ENSG00000239215.1	0	1.16E-53
ENSG00000197653.10	0.0353706	0.0349194
ENSG00000179195.11	17.5371	16.5066
ENSG00000178882.9	0.126998	0.148022
ENSG00000269923.1	0.0211704	0.0154701
ENSG00000256596.1	0.000900653	6.87E-60
ENSG00000119242.4	4.46707	4.55062
ENSG00000270028.1	0.116104	2.05E-98
ENSG00000250091.2	1.24E-66	1.97E-62
ENSG00000270005.1	0.0790121	2.30E-06
ENSG00000270130.1	0.0957516	0.318605
ENSG00000270048.1	0.664423	0.71416
ENSG00000269997.1	0.104549	0.12376
ENSG00000269938.1	0	0.0661264
ENSG00000270061.1	0.157534	0.408563
ENSG00000270095.1	0.272976	0.201624
ENSG00000256827.1	0.174326	0.377607
ENSG00000196498.9	60.1518	83.3607
ENSG00000255965.1	0	0
ENSG00000214650.2	1.04E-124	5.39433e-317
ENSG00000073060.11	59.1165	42.6824
ENSG00000252008.1	0	0
ENSG00000150991.10	701.475	944.299
ENSG00000265345.1	0	0
ENSG00000241129.2	0.103851	0.16267
ENSG00000150990.3	11.4221	15.153
ENSG00000184992.10	11.6123	9.18473
ENSG00000256093.1	0	0
ENSG00000081760.12	14.0561	13.7427
ENSG00000256814.1	0.0157282	0.00893112
ENSG00000139364.6	0.0911878	0.0596975
ENSG00000271184.1	0	0
ENSG00000249267.2	0	0
ENSG00000256276.1	0	0
ENSG00000256342.1	0	0.000189723
ENSG00000256763.1	0	0
ENSG00000255778.1	0	0.000712511
ENSG00000257061.1	0	0.0151559
ENSG00000255595.1	0	0
ENSG00000256494.1	0	0
ENSG00000256927.1	0	0.00131535
ENSG00000214043.3	0	0.00782385
ENSG00000256125.1	0	0
ENSG00000255853.1	0	0
ENSG00000256310.1	0	0
ENSG00000256732.1	0.000976144	1.76E-08
ENSG00000255900.1	0	0
ENSG00000255944.1	0.000516718	0.00109261
ENSG00000255998.1	0	0.00172431
ENSG00000189238.4	0.00326782	0.00209765
ENSG00000256128.1	0.81146	0.997151
ENSG00000255923.1	0	0
ENSG00000249873.2	0	0.00213071
ENSG00000256286.1	0	0
ENSG00000257021.1	0	0
ENSG00000249345.2	0.00031691	0.000785608
ENSG00000256001.1	0	0.18134
ENSG00000239776.2	0	0
ENSG00000256292.1	0.00185812	0.000152838
ENSG00000256496.1	0	0
ENSG00000253089.1	0	0
ENSG00000256362.1	0	0
ENSG00000256502.1	0	0
ENSG00000255945.1	0	0
ENSG00000199584.1	0	0
ENSG00000257035.1	0	0
ENSG00000256022.1	0	0
ENSG00000256922.1	0.000444697	0
ENSG00000255757.1	0	0
ENSG00000256597.1	0	0
ENSG00000256193.1	0	4.93E-10
ENSG00000256971.1	0	0.00129821
ENSG00000256643.1	0	0
ENSG00000256551.1	0	0.000332865
ENSG00000256659.1	0	0
